symbol,logFC,padj
EHF,3.370582,0.0007535836566157247
HIST1H2BJ,1.5751916,0.0007535836566157247
ARID4A,0.5078376,0.0007535836566157247
SAR1B,0.32856226,0.0007535836566157247
TM7SF3,0.6230294,0.0007535836566157247
H2BFS,1.6490662,0.0007535836566157247
HNRNPA3P3,-1.0329034,0.0007535836566157247
PPP1CA,-0.65720147,0.0007535836566157247
MPPE1,0.7844252,0.0007535836566157247
ARMCX3,0.6066616,0.0007535836566157247
HAGH,0.97015387,0.0007535836566157247
LINC00657,0.6056726,0.0007535836566157247
KCTD7,0.5290865,0.0007535836566157247
NCSTN,0.695649,0.0007535836566157247
MGST2,0.9321376,0.0007535836566157247
PION,1.1234515,0.0007535836566157247
TMEM248,0.44256723,0.0007535836566157247
TSTD3,0.80841196,0.0007535836566157247
ZNF517,0.93135506,0.0007535836566157247
PGPEP1,0.9362739,0.0007535836566157247
RP11-264F23.4,3.1381135,0.0007535836566157247
CTB-55O6.8,1.444606,0.0007535836566157247
PTPRK,1.2352955,0.0007535836566157247
AKTIP,0.4807642,0.0007535836566157247
FAM8A1,0.5997547,0.0007535836566157247
AC104653.1,1.4001017,0.0007535836566157247
RP11-154P18.2,3.4910626,0.0007535836566157247
CTD-2562J17.7,1.8179731,0.0007535836566157247
NDFIP1,0.67260617,0.0007535836566157247
HIST2H4A,1.5424693,0.0007535836566157247
TM9SF3,0.36362994,0.0007535836566157247
C5orf15,0.6215474,0.0007535836566157247
TMEM245,0.66623867,0.0007535836566157247
OVGP1,1.5475308,0.0007535836566157247
TMCO1,0.5156294,0.0007535836566157247
CAV2,0.61736566,0.0007535836566157247
AP001372.2,0.8172578,0.0007535836566157247
ZNF547,1.0279604,0.0007535836566157247
WDR63,1.5520065,0.0007535836566157247
PLD1,1.1204718,0.0007535836566157247
AP000322.54,1.2710611,0.0007535836566157247
PDE11A,3.488802,0.0007535836566157247
TIGD6,0.32765585,0.0007535836566157247
KB-1460A1.5,1.6978006,0.0007535836566157247
PCMTD1,0.8868706,0.0007535836566157247
AC017099.3,1.2661113,0.0007535836566157247
GNPTG,0.736018,0.0007535836566157247
SYNGR1,1.034376,0.0007535836566157247
ALDH3A1,3.8789647,0.0007535836566157247
TRIM23,0.4453702,0.0007535836566157247
LINC00328-2P,3.6208823,0.0007535836566157247
GTDC1,0.45126814,0.0007535836566157247
TMEM178B,5.5714526,0.0007535836566157247
TRAM1,0.80700636,0.0007535836566157247
NAT8L,2.4167802,0.0007535836566157247
WDR52,0.9449643,0.0007535836566157247
SNORD12C,-2.3431954,0.0007535836566157247
DNAJB14,0.44140443,0.0007535836566157247
ATP6AP2,0.65006465,0.0007535836566157247
ATP7B,0.7350841,0.0007535836566157247
BFSP1,1.5217303,0.0007535836566157247
RNF141,0.7079775,0.0007535836566157247
KIAA0232,0.38251948,0.0007535836566157247
ASAH1,1.577692,0.0007535836566157247
ACVR1C,2.7498143,0.0007535836566157247
TMBIM6,0.32592428,0.0007535836566157247
SERINC1,0.9833959,0.0007535836566157247
RNF20,0.46143514,0.0007535836566157247
CST3,1.0280855,0.0007535836566157247
HIST1H2AC,2.0489178,0.0007535836566157247
POMGNT1,0.52012235,0.0007535836566157247
RCAN1,1.0127842,0.0007535836566157247
FBXO6,0.71091586,0.0007535836566157247
NAPB,0.53446144,0.0007535836566157247
CCDC87,1.6297288,0.0007535836566157247
SDC2,0.89383626,0.0007535836566157247
C20orf194,0.5123018,0.0007535836566157247
GNAI1,0.5296312,0.0007535836566157247
TSPAN31,0.6564568,0.0007535836566157247
HIST4H4,0.82869065,0.0007535836566157247
RP11-37E23.5,2.1406095,0.0007535836566157247
LEPROT,0.9791893,0.0007535836566157247
N4BP2L1,2.0466611,0.0007535836566157247
ZNF610,0.98505527,0.0007535836566157247
RP11-151N17.2,0.5002813,0.0007535836566157247
ZNF563,0.7653517,0.0007535836566157247
RP11-439A17.9,2.4870532,0.0007535836566157247
JAG2,1.9270674,0.0007535836566157247
RP11-241F15.1,7.779238,0.0007535836566157247
RP11-792D21.2,1.4029878,0.0007535836566157247
PTPRM,0.9115253,0.0007535836566157247
TM9SF2,0.43840685,0.0007535836566157247
PRNP,1.325056,0.0007535836566157247
TMEM217,1.3363354,0.0007535836566157247
CYP3A7,2.4496963,0.0007535836566157247
YPEL2,1.5064337,0.0007535836566157247
TTC3P1,0.2395591,0.0007535836566157247
SLC17A5,0.9251591,0.0007535836566157247
ZNF554,0.59069115,0.0007535836566157247
NPC2,0.96186316,0.0007535836566157247
HIST1H3E,1.3571721,0.0007535836566157247
ZNF132,0.55033296,0.0007535836566157247
SLC25A4,0.59782696,0.0007535836566157247
RDH14,0.44819623,0.0007535836566157247
RP11-1281K21.5,6.365551,0.0007535836566157247
FBXO2,3.3042765,0.0007535836566157247
CNGA1,2.3564615,0.0007535836566157247
PFKFB2,1.1855236,0.0007535836566157247
TMEM59,0.9815333,0.0007535836566157247
HMGN5,0.74011797,0.0007535836566157247
FAM45A,0.59384453,0.0007535836566157247
MAP1LC3B2,0.55818665,0.0007535836566157247
KLHL24,1.0420297,0.0007535836566157247
KLHDC1,1.0497466,0.0007535836566157247
RP11-206L10.11,0.5170723,0.0007535836566157247
GPD1L,0.61876553,0.0007535836566157247
MAP1LC3B,0.63570654,0.0007535836566157247
LAPTM4A,0.5524242,0.0007535836566157247
TSGA10,1.1727308,0.0007535836566157247
GDE1,0.86812115,0.0007535836566157247
TTC18,1.9737172,0.0007535836566157247
MT-ND4,0.7760776,0.0007535836566157247
ATP6V0E1,0.621505,0.0007535836566157247
SHC2,2.3600237,0.0007535836566157247
CYB5A,0.6770927,0.0007535836566157247
C19orf12,0.3376629,0.0007535836566157247
RP11-420A23.1,1.5932865,0.0007535836566157247
ZNF219,1.801909,0.0007535836566157247
PAM,1.3032334,0.0007535836566157247
FAM172A,0.574418,0.0007535836566157247
BCL2L2,0.46146172,0.0007535836566157247
LRP2,7.880601,0.0007535836566157247
PCBP1-AS1,0.5836137,0.0007535836566157247
HBP1,0.5676464,0.0007535836566157247
PLCH1,4.711722,0.0007535836566157247
MFSD11,0.78238213,0.0007535836566157247
RP11-545I5.3,1.6654001,0.0007535836566157247
SLC35F5,0.91183984,0.0007535836566157247
AC007246.3,1.1208035,0.0007535836566157247
GNRHR2,0.48680848,0.0007535836566157247
RABL2A,0.5778713,0.0007535836566157247
EIF4EBP2,0.36807725,0.0007535836566157247
DCDC2,2.6520903,0.0007535836566157247
MT-ND4L,0.75061727,0.0007535836566157247
ZCWPW1,1.0821636,0.0007535836566157247
ABCA3,2.289811,0.0007535836566157247
CTSO,1.2257906,0.0007535836566157247
HIST1H2BC,2.121602,0.0007535836566157247
DPP4,1.5048523,0.0007535836566157247
TNS3,0.8924677,0.0007535836566157247
ZCWPW2,1.0040532,0.0007535836566157247
AC009237.17,2.0091727,0.0007535836566157247
C5orf62,0.7753695,0.0007535836566157247
ALS2CL,1.2680432,0.0007535836566157247
ZNF451,0.17100601,0.0007535836566157247
LINC00640,2.0635757,0.0007535836566157247
DHRS12,0.93477434,0.0007535836566157247
ABCA7,2.1748443,0.0007535836566157247
GNPTAB,1.142919,0.0007535836566157247
SRPX2,0.88454723,0.0007535836566157247
SH3GLB2,0.37647924,0.0007535836566157247
C9orf169,1.4737983,0.0007535836566157247
MUC19,3.8582447,0.0007535836566157247
DEGS1,0.40357357,0.0007535836566157247
AKR1B1,1.4765824,0.0007535836566157247
KTN1,0.29908738,0.0007535836566157247
QPCTL,0.50680083,0.0007535836566157247
ARHGEF37,1.9715205,0.0007535836566157247
SEMA5A,1.1729236,0.0007535836566157247
SNX18P26,3.9546676,0.0007535836566157247
NFE2L1,0.49657425,0.0007535836566157247
C5orf4,1.5170335,0.0007535836566157247
AC067959.1,4.508382,0.0007535836566157247
PERP,1.2334839,0.0007535836566157247
HIST1H2BF,2.1550083,0.0007535836566157247
ZNF320,0.52701837,0.0007535836566157247
RP4-561L24.3,1.4094096,0.0007535836566157247
CREBRF,1.0723939,0.0007535836566157247
BSDC1,0.44323236,0.0007535836566157247
GABARAPL2,0.7489904,0.0007535836566157247
RP11-363E7.4,1.4252409,0.0007535836566157247
VAMP4,0.87874573,0.0007535836566157247
ORMDL3,0.8399974,0.0007535836566157247
RP11-283I3.6,0.5385404,0.0007535836566157247
RP11-46C20.1,4.6291475,0.0007535836566157247
TMEM170B,1.5991142,0.0007535836566157247
HIST1H4E,2.1881273,0.0007535836566157247
C2orf27A,1.2025546,0.0007535836566157247
COQ10B,0.39184263,0.0007535836566157247
CCDC69,2.1028302,0.0007535836566157247
BTN2A2,0.42706206,0.0007535836566157247
SCAMP1,0.441539,0.0007535836566157247
TMEM86A,1.5039357,0.0007535836566157247
IGIP,1.7349726,0.0007535836566157247
RP1-12G14.7,0.9467192,0.0007535836566157247
TBC1D10C,1.7468424,0.0007535836566157247
CLN5,0.78489834,0.0007535836566157247
RP11-13L2.4,7.447616,0.0007535836566157247
RP11-158K1.3,0.5223227,0.0007535836566157247
PPP2R5B,0.48744386,0.0007535836566157247
TCTN1,0.7438472,0.0007535836566157247
SLC30A7,0.43240786,0.0007535836566157247
SPCS1,0.3526969,0.0007535836566157247
SNAP29,0.3519992,0.0007535836566157247
PARM1,4.173015,0.0007535836566157247
NTN1,2.5599656,0.0007535836566157247
POC1B,0.60047907,0.0007535836566157247
CPQ,1.3540978,0.0007535836566157247
PSD3,0.75556225,0.0007535836566157247
RAB6B,1.9946216,0.0007535836566157247
GPR65,2.8524904,0.0007535836566157247
COX14,0.6102295,0.0007535836566157247
TMEM185A,0.6454055,0.0007535836566157247
GID4,0.54444855,0.0007535836566157247
HIST2H4B,1.4945277,0.0007535836566157247
AP000688.29,1.4571667,0.0007535836566157247
ORAI3,0.90402246,0.0007535836566157247
NCOA7,0.8993577,0.0007535836566157247
AKR1B1P1,1.5273285,0.0007535836566157247
BTD,0.4311208,0.0007535836566157247
FBXO32,1.7664438,0.0007535836566157247
TMEM66,1.1096116,0.0007535836566157247
SAMD12,1.5002881,0.0007535836566157247
SUV420H2,0.49735433,0.0007535836566157247
RP11-1136G11.6,-0.9585326,0.0007535836566157247
WDR1,-0.6458541,0.0007535836566157247
CFL1,-0.7213177,0.0007535836566157247
SART1,-0.527123,0.0007535836566157247
STAG2,-0.42314142,0.0007535836566157247
CDC20P1,-2.148981,0.0007535836566157247
CCDC12,-0.46888512,0.0007535836566157247
RPSAP9,-1.0138435,0.0007535836566157247
RP11-196G18.3,2.7677712,0.0007535836566157247
ID4,-3.0823987,0.0007535836566157247
RCE1,-0.5205272,0.0007535836566157247
WDR34,-0.878008,0.0007535836566157247
PES1,-0.7711277,0.0007535836566157247
MCM2,-1.7296177,0.0007535836566157247
MRPS7,-0.47029388,0.0007535836566157247
RHNO1,-0.4976712,0.0007535836566157247
DNASE2,0.7818499,0.0007535836566157247
PCDHB16,1.4588358,0.0007535836566157247
RP11-552M11.8,1.1645478,0.0007535836566157247
MAPK8IP2,2.60404,0.0007535836566157247
PPM1K,0.65114164,0.0007535836566157247
ZNF555,0.7479583,0.0007535836566157247
GAA,1.0365639,0.0007535836566157247
FRY,1.4948552,0.0007535836566157247
SUMF1,0.8375498,0.0007535836566157247
HOMEZ,0.47759432,0.0007535836566157247
PARD3B,0.95620954,0.0007535836566157247
RP11-449L13.2,1.5252677,0.0007535836566157247
CHURC1,0.7183393,0.0007535836566157247
SLC26A7,3.1830497,0.0007535836566157247
RP3-412A9.11,0.66059315,0.0007535836566157247
RNF32,0.8115762,0.0007535836566157247
YY1AP1,-0.27767816,0.0007535836566157247
PYGL,-0.4184664,0.0007535836566157247
FLNA,-0.7494761,0.0007535836566157247
ANKRD36B,-0.6328415,0.0007535836566157247
TRIM55,-1.7402695,0.0007535836566157247
RDBP,-0.41669545,0.0007535836566157247
NHP2,-0.72985506,0.0007535836566157247
CAD,-0.6844828,0.0007535836566157247
POLR3D,-0.5156315,0.0007535836566157247
MRPL37,-0.6001164,0.0007535836566157247
GMPSP1,-0.80022496,0.0007535836566157247
ARHGAP32,-0.604395,0.0007535836566157247
IQGAP3,-2.2548158,0.0007535836566157247
TTC31,-0.39960608,0.0007535836566157247
RP11-253M7.3,-2.4588757,0.0007535836566157247
BIRC5,-2.4796586,0.0007535836566157247
RNASEH2A,-1.8071332,0.0007535836566157247
YRDC,-0.65923786,0.0007535836566157247
BRD9,-0.57381165,0.0007535836566157247
SMPD4,-0.513663,0.0007535836566157247
PCNT,-0.501373,0.0007535836566157247
EIF3K,-0.42485556,0.0007535836566157247
RPS15,-0.5381482,0.0007535836566157247
RPL35P2,-0.5894407,0.0007535836566157247
COPG1,-0.3321892,0.0007535836566157247
EIF4A1P2,-0.9336353,0.0007535836566157247
APEX2,-0.44181934,0.0007535836566157247
COX8A,-0.49881345,0.0007535836566157247
PHB2,-0.69142455,0.0007535836566157247
PSMC3,-0.69977224,0.0007535836566157247
AIMP2,-0.543162,0.0007535836566157247
NSD1,-0.51735824,0.0007535836566157247
FAM83D,-2.3152382,0.0007535836566157247
GLYCTK,-0.8808603,0.0007535836566157247
RANP2,-0.72482216,0.0007535836566157247
FANCE,-0.76282126,0.0007535836566157247
FAM136A,-0.53331417,0.0007535836566157247
RAF1,-0.39279994,0.0007535836566157247
RP11-122A3.2,-1.2688555,0.0007535836566157247
GNB2,-0.41636118,0.0007535836566157247
PACSIN2,-0.635327,0.0007535836566157247
ACTB,-0.79425794,0.0007535836566157247
MTHFD1P1,-0.9832025,0.0007535836566157247
PDP1,-0.3563562,0.0007535836566157247
DHX38,-0.5736518,0.0007535836566157247
EEF1D,-0.7088954,0.0007535836566157247
NUBP1,-0.39361414,0.0007535836566157247
TNPO3,-0.42615345,0.0007535836566157247
NLN,-0.928343,0.0007535836566157247
EIF4H,-0.376119,0.0007535836566157247
ZYX,-0.615118,0.0007535836566157247
CCDC61,-0.5492352,0.0007535836566157247
GTF3C5,-0.60899156,0.0007535836566157247
PECR,-0.8802732,0.0007535836566157247
PRKCA,-0.71866053,0.0007535836566157247
ACTG1,-0.94535357,0.0007535836566157247
PARVB,-0.8724521,0.0007535836566157247
LMNB2,-1.3028762,0.0007535836566157247
PTBP1,-0.7107632,0.0007535836566157247
IMPDH1,-0.58873177,0.0007535836566157247
EIF4A3,-0.5107934,0.0007535836566157247
TELO2,-0.5847863,0.0007535836566157247
FTSJ1,-0.5612517,0.0007535836566157247
RP5-991G20.4,-1.0281403,0.0007535836566157247
ZNF211,0.5088709,0.0007535836566157247
ZMYM2,0.36899847,0.0007535836566157247
TBCE,-0.49206442,0.0007535836566157247
TEAD4,-0.9670305,0.0007535836566157247
RBM10,-0.59004885,0.0007535836566157247
FOSL1,-0.7892682,0.0007535836566157247
MRPS11,-0.48259813,0.0007535836566157247
RAVER1,-0.6114301,0.0007535836566157247
SFSWAP,-0.3667335,0.0007535836566157247
LRP6,0.5473642,0.0007535836566157247
PRKAR1A,0.3368278,0.0007535836566157247
TDRD6,3.5641778,0.0007535836566157247
RUNDC3B,3.0931668,0.0007535836566157247
RNF170,0.8633139,0.0007535836566157247
AC009237.11,1.1071614,0.0007535836566157247
ERLEC1,0.53598195,0.0007535836566157247
NUDT8,-0.6826597,0.0007535836566157247
TK1,-2.5039735,0.0007535836566157247
CCDC43,-0.34767878,0.0007535836566157247
RP11-204C16.4,-0.4736448,0.0007535836566157247
DUS3L,-1.0060626,0.0007535836566157247
DNMT3B,-0.9013033,0.0007535836566157247
TUBB4B,-0.7205445,0.0007535836566157247
LSM7,-0.69380033,0.0007535836566157247
EEF1DP1,-0.7394598,0.0007535836566157247
DES,-2.2728124,0.0007535836566157247
ITPRIPL1,-2.2967622,0.0007535836566157247
TTC27,-0.6282025,0.0007535836566157247
IPO9,-0.44808558,0.0007535836566157247
PHB,-0.57949734,0.0007535836566157247
UBL7,-0.27214605,0.0007535836566157247
EEF2K,-0.7904529,0.0007535836566157247
WHSC1,-1.2449775,0.0007535836566157247
RPUSD4,-0.54189855,0.0007535836566157247
TOMM22,-0.5910277,0.0007535836566157247
RAN,-0.6969829,0.0007535836566157247
APOBEC3B,-2.4338608,0.0007535836566157247
C19orf48,-1.3256563,0.0007535836566157247
COMMD9,-0.348128,0.0007535836566157247
CDC5L,-0.43117514,0.0007535836566157247
MSH2,-0.82411337,0.0007535836566157247
CCT7,-0.64423347,0.0007535836566157247
NPAS4,-2.0606453,0.0007535836566157247
MRPL9,-0.55221146,0.0007535836566157247
RFC2,-1.2969162,0.0007535836566157247
MATN2,-1.5210453,0.0007535836566157247
PAICSP4,-1.376891,0.0007535836566157247
SNORA33,-1.0890975,0.0007535836566157247
RPL8,-0.79820716,0.0007535836566157247
SLC25A3,-0.41601422,0.0007535836566157247
ATIC,-0.43629918,0.0007535836566157247
EIF3I,-0.5280431,0.0007535836566157247
MSH6,-0.52049845,0.0007535836566157247
RPL18,-0.6912928,0.0007535836566157247
RBBP6,-0.4000734,0.0007535836566157247
PPIF,-0.85378766,0.0007535836566157247
TXN2,-0.39625123,0.0007535836566157247
MYO19,-0.8794931,0.0007535836566157247
NDUFAF2,-0.48467454,0.0007535836566157247
RP11-83J16.3,-1.4838169,0.0007535836566157247
SF3B3,-0.67500484,0.0007535836566157247
RUVBL2,-0.9015819,0.0007535836566157247
ADCY7,-0.97231597,0.0007535836566157247
FOXM1,-2.4095984,0.0007535836566157247
RPL24,-0.5976543,0.0007535836566157247
EDC3,-0.5066002,0.0007535836566157247
IFNAR1,0.65336794,0.0007535836566157247
ITFG1,0.9800536,0.0007535836566157247
CASC4,0.66034836,0.0007535836566157247
GINM1,0.9067046,0.0007535836566157247
RP11-353N4.4,1.2006569,0.0007535836566157247
COLQ,1.7240463,0.0007535836566157247
ZC3H18,-0.45883477,0.0007535836566157247
SSNA1,-0.3246766,0.0007535836566157247
EIF3B,-0.43326214,0.0007535836566157247
C15orf41,-0.5818627,0.0007535836566157247
ERAL1,-0.41094777,0.0007535836566157247
RP11-585P4.5,-0.9443013,0.0007535836566157247
HSPBP1,-0.4969981,0.0007535836566157247
EMG1,-0.40818405,0.0007535836566157247
TRIM28,-0.7683342,0.0007535836566157247
NAV2,-1.2255709,0.0007535836566157247
EIF5A,-0.89988565,0.0007535836566157247
SNRPB,-0.727449,0.0007535836566157247
DTD1,-0.4623569,0.0007535836566157247
SCAF8,-0.27589077,0.0007535836566157247
TMEM18,-0.5577587,0.0007535836566157247
KHSRP,-0.7460095,0.0007535836566157247
RUVBL1,-0.6937122,0.0007535836566157247
TACC3,-2.0081346,0.0007535836566157247
CDK16,-0.33628786,0.0007535836566157247
RPL26P30,-0.6698954,0.0007535836566157247
BCL7C,-0.5451335,0.0007535836566157247
RP11-10O17.2,-1.0748727,0.0007535836566157247
EHD4,-0.38979736,0.0007535836566157247
RPL26L1,-0.6455288,0.0007535836566157247
PKN3,-1.4333082,0.0007535836566157247
CDC6,-1.7988797,0.0007535836566157247
RP11-673C5.1,-1.1306821,0.0007535836566157247
CALM3,-0.7938964,0.0007535836566157247
EWSR1,-0.5382137,0.0007535836566157247
SNRPD2,-0.5124936,0.0007535836566157247
EIF4A1P10,-0.922998,0.0007535836566157247
AZI1,-0.5892265,0.0007535836566157247
PCDHB8,2.0398068,0.0007535836566157247
RP4-560B9.1,-0.7720331,0.0007535836566157247
RP11-425L10.1,-0.65070194,0.0007535836566157247
PPIL2,-0.4163133,0.0007535836566157247
HNRNPM,-0.9170141,0.0007535836566157247
SNRNP200,-0.5009451,0.0007535836566157247
ABT1,-0.4328286,0.0007535836566157247
HBS1L,-0.33814707,0.0007535836566157247
GGPS1,0.31944308,0.0007535836566157247
PCDHB13,1.6870286,0.0007535836566157247
TMEM106B,0.6504505,0.0007535836566157247
THAP6,0.44926998,0.0007535836566157247
TP53INP1,1.2090564,0.0007535836566157247
CLCC1,0.5011966,0.0007535836566157247
J01415.23,1.7024261,0.0007535836566157247
AK3,0.77100873,0.0007535836566157247
TMEM231,0.8121435,0.0007535836566157247
GPR155,1.1160163,0.0007535836566157247
MAN2A2,0.688755,0.0007535836566157247
RP11-395B7.7,0.51665837,0.0007535836566157247
EPM2A,0.8000912,0.0007535836566157247
PCDHB9,1.2734097,0.0007535836566157247
HIST1H2BK,1.7226459,0.0007535836566157247
RAB3IP,1.5947949,0.0007535836566157247
FANCG,-1.3007226,0.0007535836566157247
RP11-669B18.1,-1.1856806,0.0007535836566157247
CCNK,-0.34946775,0.0007535836566157247
MED27,-0.43550095,0.0007535836566157247
RPL36A,-1.0978297,0.0007535836566157247
SNORD12B,-1.2045506,0.0007535836566157247
NLE1,-0.80500084,0.0007535836566157247
VPS25,-0.38192713,0.0007535836566157247
TIMELESS,-1.4725182,0.0007535836566157247
LIG1,-1.4761311,0.0007535836566157247
GNB1L,-0.84639055,0.0007535836566157247
KARS,-0.56093436,0.0007535836566157247
NPM1,-0.87158924,0.0007535836566157247
CEP57L1P1,-0.86093104,0.0007535836566157247
HNRNPR,-0.70695686,0.0007535836566157247
PGAM5,-0.60129315,0.0007535836566157247
TAF6,-0.4169009,0.0007535836566157247
PHF5A,-0.58007455,0.0007535836566157247
MTHFD1,-1.0028856,0.0007535836566157247
CPXM1,-2.7230575,0.0007535836566157247
CHCHD3,-0.35873455,0.0007535836566157247
UTP14A,-0.67345107,0.0007535836566157247
SF3A3P1,-0.5865982,0.0007535836566157247
EIF2B1,-0.2757296,0.0007535836566157247
GIPC3,-1.759655,0.0007535836566157247
HS3ST3A1,-1.350564,0.0007535836566157247
AC064836.3,-1.8776804,0.0007535836566157247
TBRG4,-0.50308126,0.0007535836566157247
EIF5AL1,-0.8940068,0.0007535836566157247
THOP1,-0.8119224,0.0007535836566157247
RPL22L1,-1.601999,0.0007535836566157247
CARM1,-0.42528778,0.0007535836566157247
PRRG1,1.3076863,0.0007535836566157247
HIST1H4H,2.7420468,0.0007535836566157247
TUSC2,0.6368223,0.0007535836566157247
RAG1,1.3822134,0.0007535836566157247
TMCO3,0.55241895,0.0007535836566157247
FBXL17,0.6122695,0.0007535836566157247
TMED4,0.43556505,0.0007535836566157247
CCPG1,1.746012,0.0007535836566157247
WDR55,-0.33460793,0.0007535836566157247
C14orf132,0.6116167,0.0007535836566157247
VAMP1,0.65546775,0.0007535836566157247
TM2D1,0.82111686,0.0007535836566157247
TGOLN2,0.5122456,0.0007535836566157247
ADAMTS5,2.5719416,0.0007535836566157247
CR381653.1,3.487088,0.0007535836566157247
LINC00202,2.1698198,0.0007535836566157247
HNRNPL,-0.5707221,0.0007535836566157247
GLE1,-0.45794275,0.0007535836566157247
CDT1,-1.9793208,0.0007535836566157247
RP13-507I23.2,-0.5946623,0.0007535836566157247
LRFN4,-0.74482304,0.0007535836566157247
NKTR,-0.45325688,0.0007535836566157247
SRRT,-0.42427042,0.0007535836566157247
MAD2L2,-0.6524065,0.0007535836566157247
KIF20A,-2.5613966,0.0007535836566157247
FBL,-1.3165649,0.0007535836566157247
RPL35,-0.70600086,0.0007535836566157247
RRM1,-1.2478825,0.0007535836566157247
RP11-248E9.7,-1.0250952,0.0007535836566157247
TRAIP,-1.7927549,0.0007535836566157247
OIP5,-2.037789,0.0007535836566157247
WDR62,-1.9963907,0.0007535836566157247
SEC62,0.50629044,0.0007535836566157247
ZFP14,1.1512436,0.0007535836566157247
AL583842.3,2.1539488,0.0007535836566157247
ZNF181,0.5709286,0.0007535836566157247
FCGR1A,3.593777,0.0007535836566157247
ROBO2,2.514425,0.0007535836566157247
RP11-541N10.3,1.7690738,0.0007535836566157247
ZNF836,0.64911026,0.0007535836566157247
RP11-64K12.2,0.6817947,0.0007535836566157247
AC084219.4,0.47012618,0.0007535836566157247
SLC26A2,0.8600844,0.0007535836566157247
RP11-244H3.1,0.8470543,0.0007535836566157247
RP11-403I13.8,1.2430898,0.0007535836566157247
ZNF226,0.42291126,0.0007535836566157247
FAM154B,1.8323044,0.0007535836566157247
RWDD2A,0.5706915,0.0007535836566157247
FAM219B,0.38756394,0.0007535836566157247
C1S,1.1323504,0.0007535836566157247
PBXIP1,1.3193058,0.0007535836566157247
TGM1,1.085337,0.0007535836566157247
ZNF564,0.5103325,0.0007535836566157247
RP11-332L8.1,0.5725268,0.0007535836566157247
CD46,0.68749994,0.0007535836566157247
PIGT,0.42341822,0.0007535836566157247
TMEM178A,2.2546692,0.0007535836566157247
J01415.24,1.1007655,0.0007535836566157247
RP11-318A15.2,1.1301098,0.0007535836566157247
KB-1027C11.4,0.75435406,0.0007535836566157247
PCYOX1,1.2849923,0.0007535836566157247
C1orf213,1.0239832,0.0007535836566157247
OSTM1,1.1667565,0.0007535836566157247
HIST2H3A,1.4580065,0.0007535836566157247
SNORD30,-1.8308226,0.0007535836566157247
C17orf53,-1.1587771,0.0007535836566157247
SNORA48,-1.2274042,0.0007535836566157247
NUDT1,-0.9727865,0.0007535836566157247
RP11-799O21.1,-2.5547836,0.0007535836566157247
ABCB7,-0.39913628,0.0007535836566157247
SHMT1,-1.4332192,0.0007535836566157247
EEF1B2P3,-0.56951094,0.0007535836566157247
OSCP1,0.64468133,0.0007535836566157247
MRFAP1,-0.21446419,0.0007535836566157247
PFAS,-1.3183109,0.0007535836566157247
RBL1,-1.2256644,0.0007535836566157247
HNRNPU,-0.54751444,0.0007535836566157247
PAICS,-1.3213267,0.0007535836566157247
RP11-87M1.1,-0.69171935,0.0007535836566157247
PAICSP3,-1.4248747,0.0007535836566157247
HIPK3,0.817148,0.0007535836566157247
YIPF6,0.4904732,0.0007535836566157247
TMBIM4,0.79709995,0.0007535836566157247
ATRN,0.47771972,0.0007535836566157247
BX571672.2,3.8217356,0.0007535836566157247
ITM2B,1.0018016,0.0007535836566157247
UNC50,0.49160662,0.0007535836566157247
PCDHB14,1.6990453,0.0007535836566157247
AL583842.7,6.1467977,0.0007535836566157247
TMEM14C,0.37622178,0.0007535836566157247
GALC,1.2752136,0.0007535836566157247
SLC2A1-AS1,1.0945687,0.0007535836566157247
MXRA7,0.7031049,0.0007535836566157247
CD46P1,0.7014751,0.0007535836566157247
BX004987.5,4.249986,0.0007535836566157247
CASC4P1,0.51758957,0.0007535836566157247
CTD-2161E19.1,-0.7046157,0.0007535836566157247
EEFSEC,-0.610608,0.0007535836566157247
CCT3,-0.5861162,0.0007535836566157247
TACO1,-0.47348762,0.0007535836566157247
PPRC1,-0.6307718,0.0007535836566157247
SRSF4,-0.28360778,0.0007535836566157247
NOB1,-0.56826925,0.0007535836566157247
CHAF1B,-1.7086095,0.0007535836566157247
PA2G4P4,-0.715399,0.0007535836566157247
METAP1,-0.7175206,0.0007535836566157247
DDX19B,-0.32064214,0.0007535836566157247
SGOL1,-2.1378977,0.0007535836566157247
LSM12,-0.32854322,0.0007535836566157247
RBFOX2,-0.45575848,0.0007535836566157247
ATG3,-0.25814074,0.0007535836566157247
ICT1,-0.5023193,0.0007535836566157247
SLC25A5,-0.84280705,0.0007535836566157247
DHX33,-0.6062042,0.0007535836566157247
PRTFDC1,-0.708002,0.0007535836566157247
SF3A2,-0.75682706,0.0007535836566157247
FAM207A,-0.84142596,0.0007535836566157247
BANF1,-0.71838117,0.0007535836566157247
MRPL23,-0.8539786,0.0007535836566157247
TOMM40,-0.7597963,0.0007535836566157247
FAF1,-0.41970402,0.0007535836566157247
FAM125A,-0.45520088,0.0007535836566157247
PRDM4,-0.40920565,0.0007535836566157247
XYLT1,-1.3981694,0.0007535836566157247
FUOM,-0.9089198,0.0007535836566157247
EIF4A1,-0.9175175,0.0007535836566157247
SLC25A10,-0.75290483,0.0007535836566157247
ILF3,-0.85850114,0.0007535836566157247
DDX50,-0.20555559,0.0007535836566157247
NHP2P1,-0.77759683,0.0007535836566157247
RPL4,-0.6991038,0.0007535836566157247
RCC1,-1.2577237,0.0007535836566157247
MIOS,-0.6438044,0.0007535836566157247
