symbol,logFC,pval,padj
CTD-2008L17.2,0.0007946015102788806,0.0104082979566084,0.02443413668290958
PHF11,0.03283308446407318,0.010410060165510335,0.024436534943156906
ZNF175,-0.0006676614284515381,0.010414104754888713,0.024444290132144348
AC073343.13,0.0009033530950546265,0.010422088998525078,0.024461290831294277
SPPL2B,-0.0024701952934265137,0.010424496348908047,0.02446520072780575
LRRC8E,-0.001623127842321992,0.010425098269027386,0.024464873213837737
UBE2L5P,-0.0066492389887571335,0.010436431469071247,0.02448972735381593
PCBP4,-0.004933416843414307,0.010437034043758366,0.024489399678125964
SLC39A4,0.006586473435163498,0.010440636486156613,0.024496110421726336
FOXO3,-0.020302295684814453,0.010444144180348416,0.0245025979259525
ATRX,0.013459563255310059,0.010444288074512203,0.024501193389159626
AC005150.1,0.0004806624783668667,0.010458117545840348,0.024531891683847735
DUSP11,0.002046644687652588,0.010458247901154323,0.024530453508110252
HSPD1P5,-0.001740747131407261,0.010459318245245156,0.0245312201806841
TMEM38B,0.04595673829317093,0.010459544677519887,0.02453000757941351
KDM5D,0.001165552530437708,0.010462296544800556,0.02453471744816591
CHGB,0.002326713874936104,0.01046552280073987,0.024540539038477152
ARMC5,-0.008818060159683228,0.010467678740789032,0.024543850202695717
RP11-378J18.3,0.0026842488441616297,0.010469512308279737,0.02454640507437575
RP11-276H7.3,0.0005489368923008442,0.01047374372519296,0.02455458108659526
SLC25A30,0.022330164909362793,0.0104792689921803,0.024565789015771864
HOXB8,-0.004030927550047636,0.010479293189062771,0.024564100509599753
STXBP5L,-0.0016602093819528818,0.010479681436525848,0.024563265539402596
CTD-2547L24.3,0.00048516818787902594,0.010480396376581517,0.024563196366338056
SOCS4,0.022186726331710815,0.010499944540825699,0.024607264019074076
AC093415.2,0.002394726499915123,0.010501563062994766,0.02460930918064718
SIK2,0.009662419557571411,0.010508701160477894,0.02462428767771949
ALG14,0.005426913499832153,0.01052467519760909,0.024659967202464984
ZBTB7C,0.0008072239579632878,0.010527906546979935,0.02466578687194511
CHIA,0.0001028589831548743,0.010538792336787811,0.02468953799718218
MCFD2P1,0.003687925636768341,0.010542925896919639,0.024697468226401384
CSMD3,0.0003964306670241058,0.010552595311399085,0.024718364496635864
FAM208A,0.001985311508178711,0.010553079695124014,0.024717744341635327
STK32A,0.0013487860560417175,0.010554851335423913,0.024720139112174334
RALGDS,0.014040440320968628,0.010559191663198369,0.024728549146655558
RP11-535C21.3,0.0006874635582789779,0.010562751027072884,0.02473512917943718
RP6-102O10.1,-0.00017922764527611434,0.010576868222660928,0.02476643013318411
NOA1,0.004198014736175537,0.010580662062969006,0.024773555546953048
ZNF423,8.308864198625088e-05,0.010593808666749088,0.024802576950215437
CHKA,-0.009335272014141083,0.010606560533943498,0.024830670130372195
TBC1D20,0.017624855041503906,0.01060952299690871,0.024835843297836314
CECR6,-9.456812404096127e-05,0.010610357635345364,0.024836035058046272
TMEM206,0.020425543189048767,0.010619584542027272,0.024855869473234718
CTC-471J1.2,0.0036495551466941833,0.010632066193819411,0.024883318489507124
STAM,-0.02968066930770874,0.010633822542903541,0.024885663862905336
RP11-732A19.9,0.00018354580970481038,0.010638843769398287,0.0248956489483189
BOLA1,0.006535381078720093,0.01065200158565425,0.024924671464340256
ZNF177,0.009369133040308952,0.010655604618061547,0.024931334163447793
FRMPD1,0.000408845953643322,0.010655925874797705,0.02493031796347942
PPP2R5C,-0.02121424674987793,0.01066447048708099,0.024948539685283416
TBC1D3F,0.005928530357778072,0.010677589993825003,0.024977460605902585
BBIP1,0.0012662112712860107,0.010678422718000256,0.02497763771305958
ESCO1,-0.0037892013788223267,0.010687439678974113,0.024996956986442963
CTD-2195M18.1,-0.0009330268949270248,0.01069618350573457,0.02501563473006182
PEX6,0.018221914768218994,0.010696870407878199,0.025015468077676743
STAM2,-0.005346924066543579,0.010698784141845274,0.02501817028775229
MORF4L1P1,-0.011115849018096924,0.010701813132333786,0.025023479859779835
AC083863.7,-0.0007940100040286779,0.010701855207378291,0.025021805028872357
CTD-2647E9.1,-0.006447477266192436,0.0107075858929018,0.02503342992533798
EFCAB7,0.00022042542695999146,0.010716541972475648,0.025052593338659064
CD226,0.0019023783970624208,0.010724992187608496,0.02507057153596474
FAM210A,-0.01685301959514618,0.010729068532916861,0.02507832362167695
SGK2,0.00542644876986742,0.010735206908788882,0.025090894096159888
RP11-337C18.8,-0.00042271241545677185,0.01073654330860686,0.0250922401521096
CDKL3,0.018536334857344627,0.010745135205484622,0.02511054154720342
TBC1D30,0.002649987582117319,0.010773645598896646,0.025175385023767337
BLOC1S6,0.024548828601837158,0.010776073526378176,0.025179275263993196
RAB40A,0.004201115109026432,0.010779589295187051,0.02518570661341855
MYL6P2,0.00011041390825994313,0.010787927782080311,0.02520340417544005
DNAJC28,0.004259138833731413,0.010802390522744992,0.025235406067542553
NANP,-0.007110379636287689,0.010802390522744992,0.02523361949012184
BRWD3,-0.03544960916042328,0.01080293531443807,0.025233105670386814
KLHL30,0.0018014777451753616,0.010804385861038709,0.02523470740319758
PRSS53,-0.00469542108476162,0.010808306799822686,0.02524207834514082
RP11-111M22.3,-0.0032913293689489365,0.010820325736539757,0.025268359238242572
AF131215.5,-0.0019927157554775476,0.010827414137533221,0.025283123104593675
DMWD,0.013147175312042236,0.010837182079954676,0.025304141442792763
MIR765,0.0002627369831316173,0.010839084147689646,0.025306791781277944
HLA-AS1,0.0008847968420013785,0.010839914627374016,0.025306940007797752
AC093668.3,0.0013105415273457766,0.010843741292544515,0.025314082633897433
RP11-511H9.4,-0.003594688605517149,0.010844898774032516,0.02531499363630724
LRRN2,0.0006119399331510067,0.010860084705468584,0.02534864847601414
OSGEPL1,-0.011691726744174957,0.010869047963650801,0.025367775168752788
MAGIX,0.003908068872988224,0.01088575540832234,0.025404972393379237
CTB-47B8.5,-0.00032385531812906265,0.01088614739262527,0.02540409033309787
NHLRC4,0.0010738694109022617,0.01088926236223938,0.025409562350925625
RAVER2,-0.007561318576335907,0.010895901423184307,0.025423256308462358
DPH1,0.006081610918045044,0.01089628662084154,0.02542235730834865
DRGX,0.0007431976264342666,0.010897356682153175,0.025423056192296116
RP11-307E17.2,-0.00030243146466091275,0.010897877481406183,0.02542247366367343
COX18,0.017487220466136932,0.01090479993356346,0.02543682388179048
TSSC4,-0.005312144756317139,0.010908219879517669,0.025443002610256293
PRPF40B,-0.00437743216753006,0.010909055386344763,0.025443152786629352
BAIAP2L2,-0.0006346195004880428,0.010910133779809084,0.025443869385411415
RP11-197P3.5,-0.00048114536912180483,0.010918993289043333,0.02546273118750334
RP11-552M11.4,0.0005904053105041385,0.010926765265242173,0.02547905441177848
CTD-2001C12.1,-0.0006167721003293991,0.010932517188323316,0.025490665297768906
PRKY,-0.021824434399604797,0.010937999927470991,0.025501646947915867
TREM2,0.0015046473126858473,0.010981448869376612,0.02560113795273662
C22orf23,0.011452503502368927,0.010981481575381957,0.025599405438725988
AKNA,-0.0017351210117340088,0.010983932374777019,0.025603309693095565
RP11-391J2.3,-8.351815631613135e-05,0.010989518686641938,0.025614521691561934
ZNF670,-0.00592895969748497,0.010991582780948148,0.025617523052721913
GTF2B,0.0034351348876953125,0.011000872159990302,0.025637362404215287
C14orf45,0.004501647315919399,0.011004882348797965,0.02564489675108333
TREML4,0.00013850771938450634,0.0110064882531026,0.025646827677339
CRYZP1,-0.0016677351668477058,0.011013922957810916,0.0256623393823156
SEZ6,0.001025034231133759,0.011015796793787853,0.025664893038485397
TMEM74B,0.0009709952864795923,0.011017007741006698,0.025665902027431756
MLLT3,0.02692347764968872,0.011020720658095512,0.025672739206005463
GOLGA6L16P,-9.734546620165929e-05,0.011023424985599621,0.02567722607835224
GCOM2,0.00785740464925766,0.011028106763160551,0.02568631813147553
AC084809.3,0.0004931343719363213,0.011038015959877114,0.025707583581290702
RP11-58K22.4,0.00022911159612704068,0.011048218718159069,0.025729529687017118
C1orf50,0.010743767023086548,0.011050647503041399,0.025733369635320132
AC009495.4,0.0004478074552025646,0.011054848655572812,0.025741336019098445
KLF13,0.012925386428833008,0.011067967266496951,0.025770064212692605
ZDHHC20P4,-0.0034378147684037685,0.011081296534839911,0.025799278800948552
RABL2B,0.02552451193332672,0.011081325528095914,0.025797525985996238
CLDN7,-0.003069724887609482,0.011084268718043211,0.025802557242262998
GLIPR1L2,0.004256580024957657,0.011085457803113487,0.02580350477698268
RP1-40E16.8,-0.01846454292535782,0.011086668764120863,0.025804503094819967
GATAD2B,0.02386540174484253,0.011089315912295096,0.025808843798136184
RP11-613H2.2,0.018001161515712738,0.011107339695730413,0.02584896834959973
CTD-2269F5.1,0.0035760621540248394,0.011112287843813295,0.025858659807223336
RP11-802E16.3,0.0032714391127228737,0.011123383360059464,0.025882654017289283
DIRAS3,-0.001004822552204132,0.011124169024127592,0.025882656861370135
WISP2,0.0005530423950403929,0.011124219948615548,0.02588095030352348
COL20A1,0.00041960965609177947,0.011127166670633829,0.025885980702077357
EVI2B,-0.00038839573971927166,0.01112865850358591,0.025887626009998384
RP11-50D9.3,0.00275757466442883,0.011129742930530534,0.02588832343975009
CTC-774J1.2,-0.00032706186175346375,0.011131868407002418,0.025891442132316703
RP11-493K19.3,-8.199922740459442e-05,0.01113580009738548,0.02589876113436483
RP11-499O7.5,0.0021350046154111624,0.01113777371997396,0.0259015255068044
TBC1D10A,0.00439828634262085,0.011143623709166309,0.02591330356501109
ZNF346,-0.0084705650806427,0.011149804695756613,0.025925849607927372
UBE2W,0.031620338559150696,0.011150336937437954,0.02592526018256397
CTD-2666L21.1,0.0009815962985157967,0.011157199909882034,0.02593938916478
CTB-51J22.1,-0.00023552868515253067,0.01115823590299033,0.02593996995837145
VPS37D,0.0023795049637556076,0.011169192370569094,0.02596361154480254
FAM118B,0.01062341034412384,0.011170010317550431,0.025963683721562273
SMYD3,-0.021046265959739685,0.011171288473481852,0.02596482552708747
GFOD2,0.005849584937095642,0.011193557929581065,0.026014752686238447
IFI27,0.0013075917959213257,0.011199999490346352,0.02602789006789533
RP11-20D14.6,0.0020482810214161873,0.011204349531785757,0.026036165420189526
UPP2,0.00030770222656428814,0.011206561783595942,0.026039472257024517
RPUSD1,0.0028953850269317627,0.011218479905379664,0.02606532951749891
PNISR,0.08420014381408691,0.011225749552607214,0.02608038350149803
TRIM74,0.002487692516297102,0.011258669148686253,0.026155022781166156
DRD1,0.0007828027009963989,0.011265345034906438,0.026168689061302305
RP11-99J16__A.2,0.0005378119531087577,0.01127081661274197,0.02617955608147985
BLOC1S3,0.009440280497074127,0.011276054897525836,0.026189879722924463
IGBP1,0.0017032623291015625,0.011284207931116516,0.026206971259744454
SLC38A1,0.00964444875717163,0.01129523742082479,0.0262307403364382
FASTKD3,-0.012316133826971054,0.011296543930208762,0.026231928142532064
CITF22-92A6.1,0.0030483235605061054,0.01130519855927526,0.026250177794742237
RP11-225H22.4,0.00032197454129345715,0.011309550401610791,0.026258434698553802
TAS2R20,-0.0008524698205292225,0.01131045200052312,0.026258680253114293
RP11-152P17.1,0.00013467753888107836,0.01131407498745622,0.026265243383600784
LPAR5,0.00020313712593633682,0.011316927778886715,0.026270017733528012
ZNF174,0.00990477204322815,0.011318147925196165,0.026271001814410656
SPAG7,-0.02259156107902527,0.011352399808189747,0.026348651636973884
IMPA2,-0.002120189368724823,0.011363158464429715,0.02637176714734884
ZGLP1,0.0038265534676611423,0.011363871102889979,0.026371566116180533
RP11-380P13.2,0.0022233277559280396,0.01138839383916047,0.026426616127934434
CTD-3012A18.1,0.0002672961272764951,0.011388852174623949,0.026425821202652404
MAP2K5,0.0074438899755477905,0.011401396337132816,0.02645306744558732
PIP5K1C,0.04572737216949463,0.011407399945185586,0.026465135789016905
COL5A1-AS1,-0.0003301947726868093,0.011413734541754277,0.026477970273865035
C11orf24,-0.04398751258850098,0.01141793957394398,0.026485863065402248
AC009113.1,-0.005163980647921562,0.011422571282276068,0.02649474442591908
JPX,0.002714313566684723,0.011431317461459355,0.026513167414652847
ANKS1B,0.0015301485545933247,0.011435849761997265,0.026521815062704703
ZNF473,-0.0032436028122901917,0.011474626737742747,0.026609875542017283
HEXA-AS1,0.000425809615990147,0.01149394188665241,0.026652794472562816
TRPM6,0.0019835876300930977,0.011495060048786703,0.02665351414685294
RP11-32D17.4,-0.0004014821315649897,0.011505503707833738,0.026675855164076608
GLTP,0.015462338924407959,0.011512746719140207,0.026690772765460308
LRRC37A2,0.011289119720458984,0.011519618048569739,0.026704826636166554
ANKRD36C,-0.029232751578092575,0.011527426309384643,0.026721050377838014
CXorf38,0.0025723353028297424,0.011531068870847682,0.02672761625525952
IL6STP1,0.0016391947865486145,0.0115405566919224,0.02674772885993113
CTD-2314G24.2,0.0039062148425728083,0.011546378723259346,0.026759342977730007
GPR160,0.0013902925420552492,0.011548363334152321,0.026762062664022746
ZNF638,-0.02489924430847168,0.011557253625839446,0.026780784000602045
PIH1D1,-0.01154482364654541,0.01156805285088179,0.026803925829694146
AP001877.1,-0.00336805684491992,0.011568581360248964,0.026803268168065063
AP3S1,-0.02344512939453125,0.011575446511215056,0.026817290944919307
IGHMBP2,-0.0074411481618881226,0.011578854086765355,0.02682330201452102
RP11-510I21.1,-0.0022292090579867363,0.011583827377653328,0.02683293908492499
RP11-499O7.7,0.001892157131806016,0.011584031492112443,0.026831528191102145
ATXN7,-0.00727003812789917,0.011585475510307098,0.026832989222419116
TMF1,0.008592486381530762,0.011606595798788123,0.026880018837721214
ALX3,0.0001071864171535708,0.011607633455994224,0.026880535224630082
GVINP1,0.0003064533229917288,0.01161155765566435,0.026887735619948436
AC078883.3,0.0006185643724165857,0.011622882760797119,0.026912071346842172
RNA5SP323,-0.0006005580071359873,0.011627304969162448,0.02692042154638376
KY,-0.00025712631759233773,0.011636928591071193,0.026940812437720604
PPIL3,-0.007662713527679443,0.01163695136884467,0.026938974981760323
CMAHP,0.0006119273602962494,0.011639085074374049,0.02694202413560907
SPG20,0.033368587493896484,0.011642388873196028,0.02694778119053686
AKIRIN2-AS1,-0.0032391161657869816,0.011664391272857167,0.026996814677884555
RP13-297E16.4,0.0004446132224984467,0.011668364109943988,0.02700411543856365
RIMBP3B,0.0019791473168879747,0.011672878870153015,0.027012669260814894
CA8,0.0018461279105395079,0.01167581854145457,0.027017577163566415
KBTBD7,0.022890090942382812,0.011681517104458746,0.02702886794260984
KCNJ3,0.0003118651220574975,0.011686051935057085,0.027037464665676216
RP11-37B2.1,-0.0002386346459388733,0.011687035336932751,0.027037843986965092
RP13-228J13.6,0.0005404427647590637,0.011704757626102787,0.027076945794942263
AP003419.15,0.0007060734205879271,0.011704872144631716,0.027075312423732716
DGKE,-0.007609456777572632,0.011705925764935341,0.027075851427552863
CDC27P1,-0.004829684272408485,0.011712562584824364,0.027089303412749184
AC004471.9,-0.00091920344857499,0.011716826082632435,0.027097264778611987
CTD-2311M21.2,-0.010682012885808945,0.011725739861633703,0.02711597888523998
ILDR2,0.0031523858197033405,0.01172882984005168,0.02712122367177134
SLC25A1,-0.045593053102493286,0.011744383221903344,0.027155285522543857
ZNF30,0.005293173715472221,0.011747968167392178,0.027161671199152467
PPTC7,0.0145016610622406,0.011751125003568043,0.027167066248089095
PPIG,-0.02714604139328003,0.011757004071159663,0.027178753543607728
TMSB4XP8,-0.02448856830596924,0.011769476609415781,0.027205680308790368
NBPF20,0.0035717859864234924,0.011770021513928771,0.02720503396511943
AC005083.1,0.0004439029435161501,0.011788639365752113,0.02724615829875252
SMPDL3A,0.0013304352760314941,0.011790768677119437,0.027249170869339204
RPL7P57,-0.0012093214318156242,0.01179089168096979,0.02724754664614079
CES3,0.004925107583403587,0.01180649227006771,0.02728168726457624
AP1G1,-0.019024670124053955,0.01180670010212958,0.02728025699368106
CTLA4,0.0001071864171535708,0.011809402234509894,0.027284589785565014
RP11-4K3__A.5,-0.0027231499552726746,0.011824709975846968,0.027318044087177615
KLHDC7B,0.0014794651651754975,0.011824771645412693,0.027316273922872773
ACTG1P11,-0.005261950194835663,0.0118323516137375,0.027331870729156313
AL049758.2,8.58758357935585e-06,0.011833855873751046,0.027333431890403624
MALT1,0.01047620177268982,0.011834272397646763,0.027332480593612974
RP11-122C9.1,-0.015153652988374233,0.011834604129208481,0.027331333607001736
C14orf176,0.0009271815652027726,0.011835992868623305,0.027332627708582444
F7,-9.380106348544359e-05,0.011839804980457863,0.027339517484093162
ITIH3,0.003957821987569332,0.011840059677162118,0.027338192375644794
ADAM11,-0.0004409942775964737,0.011840785205328908,0.027337954506320573
RP5-991G20.1,-0.0014562264550477266,0.011844120089387011,0.027343740718536555
RNF181,0.013900041580200195,0.011850869776444319,0.027357409100523356
NTSR1,-0.002867207396775484,0.011879135963035668,0.02742074234646438
C11orf68,0.013727575540542603,0.011881226558472232,0.02742364954856882
CCDC96,0.0031032999977469444,0.011883805439734631,0.027427683301905717
EGFL6,-9.792833589017391e-05,0.011897079962336046,0.02745640017886814
AC002310.12,-0.00331913772970438,0.011919639293499932,0.027506539270459523
RP11-23F23.3,-0.0035573183558881283,0.01192312730188193,0.027512664195090165
MYO1H,-0.0018198078032582998,0.01193578235889596,0.027539939785438616
RP3-395M20.8,0.0003096628934144974,0.01193740791623311,0.0275417645057067
MCF2L,0.0008248887024819851,0.011944410321115572,0.02755599346561378
RPL34P27,-0.006796775385737419,0.011945733434582492,0.027557119113056652
LRP11,-0.04186046123504639,0.011951447766151561,0.027568373814609255
ESYT3,0.0012772432528436184,0.011964606796684157,0.027596798410107915
KDM5C,-0.0016844868659973145,0.011969682414661507,0.02760657565159768
STAR,-0.0008377355406992137,0.01197440901708382,0.027615546621841104
APOLD1,-0.006983570754528046,0.011975477817506418,0.02761608125444676
SDCBP2,0.004380878061056137,0.011978208740025104,0.02762044848536783
FAM19A2,0.0020079074893146753,0.011979004719916891,0.02762035365015079
DDX18P5,-0.0018712105229496956,0.011982516994295103,0.02762652143293739
DDX19A,-0.004905015230178833,0.011988427621915529,0.027638217536689692
RP11-352B15.1,0.00021426935563795269,0.011993878168184301,0.02764885140496339
TTLL11-IT1,-0.00034536694874987006,0.01201283328527129,0.027690612983619266
RAB32,0.0017431676387786865,0.01201523574222571,0.027694216089049064
SHMT1P1,-0.001214643009006977,0.012015666197907506,0.027693273693766285
MAPK6PS4,-0.003697894513607025,0.012018100504059385,0.027696949509774353
FAXC,0.0003594346344470978,0.012042430064938525,0.02775108115607254
RP11-241F15.9,0.0010213654022663832,0.012047458497361383,0.027760730017489965
TSPAN12,0.009370626881718636,0.012050887757829866,0.027766692847038858
CTD-2341D24.1,-0.005873662419617176,0.012059838008560158,0.027785374980269704
BTN2A3P,-0.006844714283943176,0.01206109468800137,0.027786330067770232
CASC1,0.00041310139931738377,0.012088285009107035,0.02784702673151481
OTUD7B,0.008115053176879883,0.012091237129370106,0.02785188278997254
MIR25,-0.0030316472984850407,0.012091292242108592,0.027850065447006838
ZNF692,0.010118424892425537,0.012100712142156658,0.027869816915430612
CLUAP1,0.009857818484306335,0.012105629632300876,0.027879196602063755
RP3-417O22.3,0.003947061486542225,0.012105747864498107,0.027877523086900828
AC108463.2,0.004946112632751465,0.012109169189854732,0.027883455748430236
CEACAM20,5.828696885146201e-07,0.012112504681121523,0.027889189947913794
LILRB3,-0.0014313821448013186,0.012118120996206554,0.027900174605389384
POPDC3,-0.00879090279340744,0.012118444482723036,0.027898972628205874
WDR11,0.00037741661071777344,0.012118815318794161,0.02789787981885253
GABPB2,0.011139929294586182,0.012122019158821629,0.027903308367888912
EPC1,-0.015577942132949829,0.012126044824024929,0.027910627762030175
MFSD7,-0.0008459221571683884,0.012128176571270593,0.027913587190923076
FREM3,0.0008455738425254822,0.012137023166212084,0.027931999677001308
RP11-424M22.3,-0.000692190311383456,0.012140215759413299,0.027937398450400462
RP4-545C24.1,0.0007292674854397774,0.012152725107679813,0.02796423494859442
CRYBG3,0.0015752166509628296,0.012152804219501417,0.027962466891384187
C21orf90,0.00131055130623281,0.01215907142548227,0.027974936314328673
CCS,-0.0028848648071289062,0.012171963632151213,0.02800264538020006
MLC1,-0.0005767681286670268,0.012178953637733397,0.028016773009622353
HSPA12B,-0.0012106308713555336,0.012182814827951177,0.028023701564992266
RP11-517C16.4,-0.0005570195498876274,0.012183068581253453,0.028022331672252192
TRPC6P,0.00011334456212352961,0.012203671004775258,0.02806776277725914
EPHA7,0.0006084482884034514,0.01221706914216259,0.028096619247623522
AGAP2,-0.00048635806888341904,0.01221749054310548,0.028095630085709877
SLC4A1AP,0.011836081743240356,0.012223439330656201,0.02810735108474468
OASL,-0.00015146168880164623,0.012223447285416904,0.028105410674726883
LINC00619,-0.0004683088045567274,0.012237224329459897,0.02813512763922579
CUL2,-0.030939191579818726,0.012260194828275627,0.028185976056225914
SLCO5A1,-0.0001969485019799322,0.01226864566680816,0.02820343926540342
CASQ1,-0.0016295050736516714,0.012274705894061986,0.028215404833117963
PMS2P2,4.702410660684109e-05,0.012276223390665648,0.0282169272570542
MAPKAPK2,-0.007927894592285156,0.012280880818398914,0.028225666104978557
FLVCR1,-0.003220275044441223,0.01228206341629737,0.028226417943911102
AC007563.3,0.0002751425199676305,0.012296529253307422,0.02825769485394055
RP4-724E16.2,7.316702976822853e-05,0.01230073557625969,0.02826539246038641
GPR55,-0.00110828026663512,0.012308612322108824,0.02828152253258918
ZBTB45,0.00735657662153244,0.012317222967034486,0.02829933652233848
RP5-1160K1.3,0.0005590560613200068,0.012323073447845851,0.028310806880077557
RP11-314M24.1,-0.0010967308189719915,0.012323923188514484,0.028310787830191145
RGS19,-0.008749134838581085,0.012329600238228369,0.028321857411608538
AC006378.2,0.00028324429877102375,0.01235246979628247,0.028372414961945012
RP11-525A16.4,-0.0001754785334924236,0.012353570537573667,0.02837296811132139
RP11-7O14.1,-0.00031588852289132774,0.012356786929392214,0.028378379949557744
KCNAB1,0.005478575825691223,0.012357435919676094,0.0283778951955535
AKR1C4,0.004779620096087456,0.012365507892653591,0.02839445562795638
RP11-549B18.1,0.0003555191506166011,0.012365877843692035,0.02839332911987604
PPP1R42,0.0008708651876077056,0.012376417806716427,0.02841555253862699
FAM182A,0.0011967788450419903,0.012380459039256388,0.028422853186770423
AC126544.2,-0.0021861642599105835,0.012389189788595347,0.02844091818511817
FGFR2,3.63826984539628e-05,0.012404627826002683,0.02847437700841509
TTC33,-0.00018267333507537842,0.012407556253878597,0.0284791178154243
AL138764.1,-0.0007908431580290198,0.012414399870843296,0.02849284388831904
NPPA-AS1,-0.0009095892310142517,0.012415715739753705,0.028493881952644743
SLC7A4,0.0018012505024671555,0.012430942595512615,0.028526843158919096
RP11-241F15.10,0.0007857008022256196,0.012431346731546597,0.028525786592070376
LINC00114,0.000715292408131063,0.012433424187096137,0.028528569614272397
PPID,-0.014135152101516724,0.012445920101303779,0.028555255805751908
CTD-2194F4.2,-0.00034755669184960425,0.012450047576251667,0.028562739520124027
AC004017.1,-0.0019488511607050896,0.012457723267954952,0.028578361901284408
RP11-90B9.2,-0.0002852024044841528,0.01245965099118929,0.028580797028246008
SARM1,-0.002635069191455841,0.01246178153488557,0.0285836970277059
FAM198A,0.0005762604996562004,0.012469415438697128,0.02859921885164825
TMEM191C,0.0024056886322796345,0.012479016774695532,0.028619250606872808
RP11-94C24.8,-0.00010574026964604855,0.012485240294869785,0.028631533467419278
PTK2B,0.001964576542377472,0.012490362499801047,0.028641289226557478
CTD-2366F13.1,0.006377721205353737,0.012492221922009791,0.028643562356964074
RP11-312O7.2,-0.005972323939204216,0.012492790356646825,0.028642875256588284
SMG5,0.0017052888870239258,0.012521381684873708,0.028706433344386325
CDC14A,0.0011825710535049438,0.012530442677614547,0.028725210598755782
TGDS,0.00811740756034851,0.012534645567266875,0.028732849137972107
C1orf116,0.0008444448467344046,0.012535118068532745,0.0287319361355497
RP11-60I3.5,0.0013828817754983902,0.012537122313079433,0.02873453394832286
ARMCX5,-0.014106765389442444,0.012539803260720064,0.028738682266267867
C15orf27,0.0037207091227173805,0.012549154153463369,0.028758115105814965
RP11-558A11.2,0.0009001672733575106,0.012557034568634105,0.028774175678316707
OTUD7A,-0.0028495353180915117,0.012559670576517919,0.028778217407792274
RASSF5,-0.0012150947004556656,0.012561196925794837,0.028779716170168782
RP11-386M24.4,-0.0025621396489441395,0.012563392891333857,0.02878274881610614
RP11-213H15.1,0.0008011014433577657,0.01257296468599993,0.02880267790144884
TBC1D3H,0.0003716270439326763,0.01257406768248222,0.028803204886385783
RP11-547I7.2,-0.0004281307337805629,0.012576413220675957,0.02880657786992039
METTL21B,0.007070727646350861,0.012601459508721958,0.02886194339096772
ZNF620,-0.0038475748151540756,0.01260356387125913,0.028864759487207264
RP11-137L10.6,0.0029834993183612823,0.012603924184580013,0.02886358123752204
MAK,0.0020371312275528908,0.01263848581083633,0.028940720336494183
PRKRIP1,0.03648011386394501,0.0126418606733899,0.028946439480811922
STAG3L3,-0.025482311844825745,0.012643191145575829,0.02894747705560159
RP11-758C21.1,-0.0008710455149412155,0.012645146030320801,0.028949944023760395
RP11-488L18.6,0.001067175529897213,0.012645762124719701,0.02894934582010175
C8orf31,0.0017672628164291382,0.012646156440047603,0.028948240026319596
ZBTB43,0.004034176468849182,0.012652664323644147,0.0289611279471827
N6AMT2,-0.0007111616432666779,0.012654086290756168,0.028962373554626785
RBP5,0.007767528295516968,0.012656544266898872,0.028965990017779584
RP11-316E14.6,0.00551978312432766,0.01265681557623928,0.028964601882231586
ZNF749,0.00016210228204727173,0.012659306946636481,0.02896829410529653
CYP2T2P,0.001107903546653688,0.012666158552312616,0.028981962651425434
RP11-535M15.1,0.0007164879352785647,0.012683208192491099,0.02901896222947395
HMP19,0.0008079601684585214,0.012687566700928856,0.029026921598748274
TUBA4B,-0.00020420271903276443,0.012688926450134811,0.0290280197061775
SNORD99,-0.001222959253937006,0.01269603235267171,0.029042262026927557
HTR6,0.00026213820092380047,0.012705955587846943,0.02906294659417746
DPYSL4,0.0029645003378391266,0.012706524973526345,0.02906223426462649
LIMS3,-0.0035103894770145416,0.012734512362227036,0.029124227863844252
APOBR,-7.476541213691235e-06,0.01273498372315287,0.029123287215513508
RP11-483P21.6,-0.00029163266299292445,0.012760975448871135,0.02918070447955528
MED18,0.01109904795885086,0.012765831690278492,0.029189786321603524
UVSSA,-0.01395466923713684,0.012766014040571459,0.029188180532787423
MRGPRE,0.00021474502864293754,0.012766027940625122,0.029186189849010943
SLC25A19,0.007834598422050476,0.012773193970059622,0.029200549784668274
CHCHD2P6,-0.013514511287212372,0.012774471170656403,0.029201446326438132
CCL13,0.0019484334625303745,0.012774661931768835,0.0291998593999801
RAB1C,-0.0031075775623321533,0.012799741437048926,0.029255158542215942
HOXC10,9.809085895540193e-05,0.012800929737804917,0.029255847939244527
RP11-323H21.3,0.0003233193710912019,0.012803680680670077,0.029260108329319103
CTD-2611O12.2,0.000985496211796999,0.012826057905692235,0.029309216746195396
TMIE,0.0030703183729201555,0.012873162692443013,0.029414820154927787
RP11-181K3.4,-0.0004597064107656479,0.01287602859896281,0.029419331322122978
ZNF486,-0.00029302574694156647,0.012878711233337626,0.029423423150808405
CTD-2331D11.1,-0.0029519787058234215,0.012885516297497925,0.029436932094159388
GPR132,0.00135765818413347,0.012887096829798387,0.029438504562392533
BCL2L11,0.004792539402842522,0.012900702005742587,0.029467543279991463
KIAA2013,0.021189242601394653,0.012903339265957704,0.029471527002649482
A2M-AS1,-0.0006544727366417646,0.012911497069979,0.02948811835148869
RP11-3D23.1,-0.004053482785820961,0.01291245220380769,0.029488258614661873
RP11-509J21.3,0.0014151276554912329,0.012932231784478264,0.02953138540583157
AC011497.1,0.004521351307630539,0.012950947691457432,0.029572077444957646
EPYC,0.00021309417206794024,0.012958266192935847,0.02958674092006908
