TF,regulon_score,p_act,p_rep,n_act,n_rep,mode
TFAP2B,1.7261598656665562,0.018786251595094592,1.0,19,1,activation-targets-up
CIITA,1.6560598283976673,0.02207700579289119,0.07627321267120477,11,4,activation-targets-up
IRF7,1.6560598283976673,0.02207700579289119,0.5255705695997931,11,1,activation-targets-up
IRF5,1.6560598283976673,0.02207700579289119,0.5383248892980153,11,3,activation-targets-up
CEBPG,1.6495811247134298,0.022408814177535798,1.0,127,1,activation-targets-up
TCF4,1.6464655478744976,0.02257015035029849,0.8132675344387992,35,7,activation-targets-up
ELF5,1.6194530396560916,0.02401855966981675,1.0,5,1,activation-targets-up
NR2F6,1.6194530396560916,0.02401855966981675,0.7749328377831166,5,2,activation-targets-up
HOXB9,1.6194530396560916,0.02401855966981675,1.0,5,0,activation-targets-up
KDM5D,1.6194530396560916,0.02401855966981675,1.0,5,0,activation-targets-up
TRERF1,1.6194530396560916,0.02401855966981675,1.0,5,2,activation-targets-up
PEG3,1.6194530396560916,0.02401855966981675,1.0,5,0,activation-targets-up
SOX4,1.6178196840140058,0.024109062120582787,0.5255705695997931,16,1,activation-targets-up
HNF4G,1.5971450736639166,0.02528453239574092,1.0,8,0,activation-targets-up
CEBPB,1.5897680941475256,0.025717686968381892,0.960902539796102,289,15,activation-targets-up
YBX1,1.5866564056107566,0.40800100904913256,0.025902614037963567,52,18,repression-targets-down
KLF6,1.5391015830310182,0.028900038210824694,0.18062582126232318,41,8,activation-targets-up
MSX2,1.5361438097934712,0.1265536359107764,0.029097534393923378,19,12,repression-targets-down
TP73,1.5361438097934712,0.09083855958537584,0.029097534393923378,89,12,repression-targets-down
HNF1B,1.508802755667395,0.030988263794046254,0.5255705695997931,25,1,activation-targets-up
CDX2,1.4926560847979415,0.03216206425098272,0.8932368120256673,34,3,activation-targets-up
RARG,1.4583623366516014,0.03480468145926079,1.0,27,0,activation-targets-up
IRF8,1.4582589262355554,0.03481296983333677,0.8865507630521158,36,8,activation-targets-up
HLF,1.4107839263593525,0.03883435296923659,1.0,10,1,activation-targets-up
PAX2,1.4107839263593525,0.03883435296923659,0.9493592871319367,10,4,activation-targets-up
ESRRG,1.4078514537360483,0.03909746020389807,0.5255705695997931,15,1,activation-targets-up
SPI1,1.3848278802850116,0.041226087407389124,0.2723110909700688,185,14,activation-targets-up
NR1H4,1.3514392086476907,0.04452057772442686,0.9531465215425688,59,17,activation-targets-up
FOXA1,1.3392050578679198,0.04579256200404871,0.5627247586494115,24,9,activation-targets-up
ISL1,1.3292581610453738,0.04685347845743114,1.0,17,0,activation-targets-up
ZBTB7A,1.3273698132520888,0.8766799234663604,0.04705764474351117,19,11,repression-targets-down
TRPS1,1.3249028753038166,0.04732570853377674,0.9128437894583878,7,6,activation-targets-up
HDAC7,1.3203792510840924,0.4744294304002069,0.047821230726041906,1,8,repression-targets-down
IRF4,1.3203792510840924,0.18911018081389863,0.047821230726041906,22,8,repression-targets-down
OTX2,1.2674955764648295,0.05401376163440336,0.5255705695997931,19,1,activation-targets-up
ZNF91,1.2605709123657787,0.05488189361708178,0.5255705695997931,28,1,activation-targets-up
ETV1,1.2056905257189319,0.06227438887035795,1.0,14,0,activation-targets-up
ETS2,1.1824624807469843,0.06569578694511986,0.8932368120256673,70,3,activation-targets-up
TFAP2C,1.1764880908329338,0.06660577855983812,1.0,23,2,activation-targets-up
NFKB,1.1736188685029176,0.06704727499473183,0.48699789354818696,518,35,activation-targets-up
RELA,1.1730383316459543,0.06713695939706056,0.3926384699616691,331,43,activation-targets-up
PGR,1.1612340001116157,0.06898679992403604,0.9700892715503868,76,18,activation-targets-up
HSF4,1.117627960494835,0.9599224049050289,0.07627321267120477,5,4,repression-targets-down
PROX1,1.117627960494835,0.9413388954163752,0.07627321267120477,16,4,repression-targets-down
NFATC1,1.117627960494835,0.4760332910010724,0.07627321267120477,68,4,repression-targets-down
BCL3,1.117627960494835,0.16001025424975604,0.07627321267120477,14,4,repression-targets-down
NR5A1,1.1156187084662827,0.0766269062350252,1.0,61,1,activation-targets-up
HR,1.107590307555293,0.078056611169553,1.0,63,1,activation-targets-up
RUNX1,1.098312439793463,0.07974208010169198,0.6753320657295845,106,20,activation-targets-up
ZBTB18,1.0913950125284813,0.4744294304002069,0.0810223783601122,1,7,repression-targets-down
MYBL2,1.0913950125284813,0.8650867611714035,0.0810223783601122,40,7,repression-targets-down
KLF10,1.0913950125284813,0.7530656340183352,0.0810223783601122,12,7,repression-targets-down
SOX6,1.0913950125284813,0.66517779640453,0.0810223783601122,11,7,repression-targets-down
GATA2,1.0676142300739335,0.08558265787852883,0.35178039188917215,48,4,activation-targets-up
HOXA10,1.0656032802681772,0.08597985724949693,0.5627247586494115,31,9,activation-targets-up
PITX2,1.0604698833692274,0.087002176359403,0.8932368120256673,79,3,activation-targets-up
TBX6,1.0597016606727327,0.0871562105416122,1.0,6,0,activation-targets-up
SPDEF,1.0597016606727327,0.0871562105416122,0.14515000747569662,6,3,activation-targets-up
HOXA13,1.0597016606727327,0.0871562105416122,0.8932368120256673,6,3,activation-targets-up
CTBP2,1.0597016606727327,0.0871562105416122,0.8932368120256673,6,3,activation-targets-up
BATF,1.0597016606727327,0.0871562105416122,1.0,6,0,activation-targets-up
TBX21,1.053475069841298,0.08841479212046684,0.5255705695997931,20,1,activation-targets-up
PPARD,1.0477641940695357,0.08958510476907758,0.937725611129642,52,14,activation-targets-up
LHX2,1.0212321068408716,0.0952287082211907,1.0,22,0,activation-targets-up
NR2F2,1.0146900973987691,0.09667404767953773,0.8428706743389505,37,5,activation-targets-up
PITX3,1.0124228591343571,0.09718005507728583,0.5255705695997931,13,1,activation-targets-up
STAT1,1.0120520228571883,0.09726307082299915,0.8913717537967223,197,15,activation-targets-up
HNF4A,1.0041271749456704,0.09905418409284487,0.9493592871319367,153,4,activation-targets-up
RBPJ,0.9996926018735585,0.9823621414209895,0.1000708060900412,70,27,repression-targets-down
SOX9,0.9959454088460429,0.17906280914092534,0.10093797579227455,57,12,repression-targets-down
NFATC4,0.9944142514757135,0.10129447281948707,0.35178039188917215,24,4,activation-targets-up
TBPL1,0.9944142514757135,0.10129447281948707,0.5255705695997931,24,1,activation-targets-up
NR1D1,0.9715784665537889,0.10676318797433276,0.9931635729946862,3,13,activation-targets-up
ELK3,0.9640572320658976,0.10862824620327768,0.5478674552587213,15,5,activation-targets-up
FOXD3,0.9451984208053805,0.11344923694788421,1.0,8,1,activation-targets-up
TP63,0.9423981252518759,0.11418311185565713,0.21695571715482234,148,10,activation-targets-up
MAZ,0.9358792248033561,0.11590996513502515,0.5255705695997931,30,1,activation-targets-up
BRCA1,0.8977543000473078,0.12654520682359374,0.20243793311507222,36,15,activation-targets-up
FOXO4,0.8977253729608564,0.1265536359107764,0.7749328377831166,19,2,activation-targets-up
GATA3,0.8781736390595327,0.13238121445076118,0.33482220359546994,103,11,activation-targets-up
ZIC1,0.8759759494133106,0.1330528098618008,1.0,10,0,activation-targets-up
ETV5,0.8759759494133106,0.1330528098618008,1.0,10,1,activation-targets-up
JDP2,0.8740805451052813,0.1336347651909349,0.5478674552587213,21,5,activation-targets-up
NEUROG2,0.8690930476320325,0.5587598705697758,0.1351782912555255,10,6,repression-targets-down
DBP,0.8546380356062512,0.1397532654721836,1.0,23,0,activation-targets-up
ARNT,0.8479624796762931,0.14191801246688898,0.2210556829761393,50,5,activation-targets-up
SREBF2,0.8479624796762931,0.14191801246688898,1.0,50,2,activation-targets-up
NFYA,0.8381829374647312,0.8709458325305148,0.14515000747569662,70,3,repression-targets-down
BCL11A,0.8381829374647312,0.9521787692739581,0.14515000747569662,8,3,repression-targets-down
E2F5,0.8381829374647312,0.8648217087444745,0.14515000747569662,6,3,repression-targets-down
MSC,0.8381829374647312,0.5282522802280727,0.14515000747569662,14,3,repression-targets-down
PPARGC1A,0.8381829374647312,0.6062008536281458,0.14515000747569662,17,3,repression-targets-down
MXD1,0.8381829374647312,0.9413388954163752,0.14515000747569662,16,3,repression-targets-down
SIM2,0.8381829374647312,0.4521325447412787,0.14515000747569662,5,3,repression-targets-down
NFATC2,0.8381829374647312,0.17561635700932493,0.14515000747569662,49,3,repression-targets-down
SP1,0.8349674475558737,0.39543142837893264,0.14622867757218272,893,35,repression-targets-down
FOXQ1,0.8293610004071673,0.14812862775077498,0.7749328377831166,12,2,activation-targets-up
ETV6,0.8293610004071673,0.14812862775077498,0.9329001099629941,12,9,activation-targets-up
KLF8,0.8293610004071673,0.14812862775077498,0.35178039188917215,12,4,activation-targets-up
PREB,0.8293610004071673,0.14812862775077498,1.0,12,0,activation-targets-up
STAT5B,0.8206592361177827,0.15112654851545873,0.7248693867068587,68,4,activation-targets-up
KLF4,0.8189731614483393,0.15171441211091036,0.6095790708506543,70,29,activation-targets-up
HIF1A,0.8047056189902604,0.3217224915566325,0.15678134324757179,315,23,repression-targets-down
ZNF335,0.803742753316387,0.1571293256610495,1.0,5,0,activation-targets-up
NR2E3,0.803742753316387,0.1571293256610495,1.0,5,0,activation-targets-up
TEAD2,0.803742753316387,0.1571293256610495,1.0,5,0,activation-targets-up
TBX1,0.803742753316387,0.1571293256610495,0.7749328377831166,5,2,activation-targets-up
HDGF,0.803742753316387,0.1571293256610495,1.0,5,1,activation-targets-up
HIVEP2,0.803742753316387,0.1571293256610495,0.5255705695997931,5,1,activation-targets-up
PRRX1,0.803742753316387,0.1571293256610495,1.0,5,0,activation-targets-up
FOXF1,0.803742753316387,0.1571293256610495,1.0,5,0,activation-targets-up
HOXD13,0.7958521847104174,0.16001025424975604,0.9493592871319367,14,4,activation-targets-up
TBX5,0.7958521847104174,0.16001025424975604,0.27620830141646957,14,2,activation-targets-up
IRF2,0.7945152822221715,0.1605035778113967,1.0,33,3,activation-targets-up
XBP1,0.7805435723521442,0.16575110320016742,0.7749328377831166,37,2,activation-targets-up
SP4,0.7748653600834139,0.1679324561402583,1.0,39,0,activation-targets-up
ZNF699,0.7748653600834139,0.1679324561402583,1.0,39,0,activation-targets-up
NFATC3,0.7511949810763044,0.17733931186397348,0.7749328377831166,18,2,activation-targets-up
DDIT3,0.7432764619896041,0.18060240861480473,0.9028199449227141,63,13,activation-targets-up
VDR,0.7402362953465521,0.18187110466083828,0.45786517625479695,79,12,activation-targets-up
ZNF148,0.7357445236441087,0.18376190159624056,0.7749328377831166,20,2,activation-targets-up
NR2F1,0.7357445236441087,0.18376190159624056,0.9747154676042591,20,8,activation-targets-up
MTA3,0.7287801684551997,0.18673246556120085,0.5255705695997931,7,1,activation-targets-up
ZBTB33,0.7287801684551997,0.18673246556120085,1.0,7,1,activation-targets-up
FOXI1,0.7287801684551997,0.18673246556120085,1.0,7,0,activation-targets-up
HOXB2,0.7287801684551997,0.18673246556120085,1.0,7,0,activation-targets-up
DLX4,0.7047025283801164,0.19737742171986594,0.5255705695997931,26,1,activation-targets-up
NR1H2,0.69771632243519,0.20057817596269326,0.5478674552587213,28,5,activation-targets-up
HOXC6,0.6858210201148027,0.20614793076964089,0.27620830141646957,9,2,activation-targets-up
NFIB,0.6858210201148027,0.20614793076964089,0.9128437894583878,9,6,activation-targets-up
BACH1,0.6858210201148027,0.20614793076964089,0.5478674552587213,9,5,activation-targets-up
RXRB,0.6858210201148027,0.20614793076964089,0.5255705695997931,9,1,activation-targets-up
NR3C2,0.6828622125082319,0.20755719243627585,0.9759814403301833,34,5,activation-targets-up
FOXN1,0.6794047302902636,0.20921618072177742,1.0,36,1,activation-targets-up
NR0B2,0.6740851425180052,0.21179458757185843,0.40590086603739034,40,32,activation-targets-up
POU2F1,0.6660949448888673,0.2157272737465728,0.9974384574023579,62,8,activation-targets-up
CEBPD,0.6659508869190776,0.21579884358961143,0.5383248892980153,56,3,activation-targets-up
NKX3-1,0.6636289009803719,0.5304187130127578,0.21695571715482234,48,10,repression-targets-down
KDM5A,0.6581024301947193,0.2197341559341763,0.7749328377831166,11,2,activation-targets-up
ONECUT1,0.6581024301947193,0.2197341559341763,1.0,11,1,activation-targets-up
ETV7,0.6581024301947193,0.2197341559341763,0.7749328377831166,11,2,activation-targets-up
HEY2,0.6554983156214746,0.9521787692739581,0.2210556829761393,8,5,repression-targets-down
ID3,0.6554983156214746,0.4879059736445038,0.2210556829761393,22,5,repression-targets-down
ESRRA,0.6554983156214746,0.39795435524124084,0.2210556829761393,25,5,repression-targets-down
ARX,0.6554983156214746,0.8193741787376768,0.2210556829761393,8,5,repression-targets-down
ETS1,0.6532250487558346,0.22221580834606863,0.5627247586494115,131,9,activation-targets-up
ESR2,0.6513668170389098,0.22316864829152386,0.9770583634410742,129,21,activation-targets-up
YBX3,0.6148063718398955,0.24276922290389902,0.5478674552587213,17,5,activation-targets-up
PAX8,0.6148063718398955,0.24276922290389902,1.0,17,2,activation-targets-up
SMAD3,0.611868474854742,0.7012749537496468,0.24441706524193182,108,19,repression-targets-down
ZNF331,0.6074184648773137,0.9599224049050289,0.24693436598166488,5,12,repression-targets-down
ETV3,0.6074184648773137,1.0,0.24693436598166488,0,12,repression-targets-down
NCOR1,0.6074184648773137,0.4650745718596732,0.24693436598166488,51,12,repression-targets-down
AP1,0.6028106869406872,0.24956823813463552,0.7467258292418719,367,23,activation-targets-up
FOS,0.6018678758075868,0.2501106150474988,0.9894072446802112,208,15,activation-targets-up
SOX10,0.601022254736897,0.25059808346998186,0.5255705695997931,21,1,activation-targets-up
MITF,0.5973592321984581,0.2527206720505387,0.27056807349405876,67,7,activation-targets-up
ZBTB16,0.5880763639138744,0.25818061803546916,0.27056807349405876,29,7,activation-targets-up
EGR2,0.586650171399272,0.2590298586753929,0.8932368120256673,49,3,activation-targets-up
KLF5,0.586650171399272,0.2590298586753929,0.9128437894583878,49,6,activation-targets-up
MAF,0.5865658222262544,0.2590801726378735,0.5255705695997931,31,1,activation-targets-up
ELF1,0.585887042967316,0.25948541782313084,0.7749328377831166,47,2,activation-targets-up
MYOG,0.5848145301726243,0.26012702246062774,0.27620830141646957,35,2,activation-targets-up
PRDM1,0.564934669901285,0.7790471220525104,0.2723110909700688,24,14,repression-targets-down
CREB5,0.5604610837484809,0.27513061329314126,0.9886089705045423,4,6,activation-targets-up
ABL1,0.558763272878364,0.3088711799167287,0.27620830141646957,8,2,repression-targets-down
NKX3-2,0.558763272878364,0.29707555589992424,0.27620830141646957,6,2,repression-targets-down
EOMES,0.558763272878364,0.972116700741087,0.27620830141646957,9,2,repression-targets-down
CLOCK,0.558763272878364,0.4810514104879096,0.27620830141646957,45,2,repression-targets-down
MXI1,0.558763272878364,0.4521325447412787,0.27620830141646957,5,2,repression-targets-down
PHOX2B,0.558763272878364,0.29707555589992424,0.27620830141646957,6,2,repression-targets-down
HLX,0.558763272878364,0.4372752413505885,0.27620830141646957,9,2,repression-targets-down
POU4F1,0.558763272878364,0.5915470840151837,0.27620830141646957,19,2,repression-targets-down
PLAGL1,0.558763272878364,0.542134823745203,0.27620830141646957,12,2,repression-targets-down
MBD2,0.558763272878364,0.626636553182675,0.27620830141646957,52,2,repression-targets-down
CRX,0.558763272878364,0.8749342258625047,0.27620830141646957,14,2,repression-targets-down
HSF1,0.5360346166971544,0.2910485120190457,0.9759814403301833,70,5,activation-targets-up
SIRT1,0.5315871587773082,0.9456532350484529,0.29404435154443825,24,25,repression-targets-down
IRX1,0.5271330815336588,0.29707555589992424,0.6911288200832713,6,8,activation-targets-up
ZNF436,0.5271330815336588,0.29707555589992424,1.0,6,0,activation-targets-up
SMARCA4,0.5271330815336588,0.29707555589992424,0.8932368120256673,6,3,activation-targets-up
ZNF804A,0.5271330815336588,0.29707555589992424,1.0,6,3,activation-targets-up
KLF7,0.5271330815336588,0.29707555589992424,0.5255705695997931,6,1,activation-targets-up
ELF2,0.5271330815336588,0.29707555589992424,1.0,6,0,activation-targets-up
ING4,0.5271330815336588,0.29707555589992424,0.8132675344387992,6,7,activation-targets-up
MEIS2,0.5271330815336588,0.29707555589992424,1.0,6,1,activation-targets-up
ARID1A,0.5271330815336588,0.29707555589992424,1.0,6,0,activation-targets-up
GATA6,0.5135142890667388,0.30653898209480956,0.7248693867068587,50,4,activation-targets-up
POU3F1,0.5102226128609108,0.3088711799167287,0.7248693867068587,8,4,activation-targets-up
PBRM1,0.5102226128609108,0.3088711799167287,1.0,8,0,activation-targets-up
PML,0.5102226128609108,0.3088711799167287,0.8428706743389505,8,5,activation-targets-up
NFIX,0.5102226128609108,0.3088711799167287,0.9747154676042591,8,8,activation-targets-up
NR2E1,0.5102226128609108,0.3088711799167287,0.7749328377831166,8,2,activation-targets-up
NR2C2,0.5008467594060013,0.31561180616282924,0.5255705695997931,38,1,activation-targets-up
SNAI2,0.5006007849044537,0.3157906121314011,0.9841427303232615,10,29,activation-targets-up
STAT3,0.5000694093849647,0.316177230212709,0.9547471312605026,269,33,activation-targets-up
RARB,0.49703796565570324,0.31839191740428474,0.5478674552587213,34,5,activation-targets-up
NR1I3,0.4952688449862844,0.3196915483391831,1.0,32,2,activation-targets-up
ZEB2,0.4948745934121109,0.31998189539093835,0.5689416404319292,12,11,activation-targets-up
PAX5,0.493618537821293,0.320908678554119,0.5558003236484446,30,7,activation-targets-up
SMAD4,0.4926681771190597,0.32161168755850683,0.9818059900444488,81,14,activation-targets-up
TFE3,0.49211611825408896,0.32202076822837516,1.0,28,1,activation-targets-up
MZF1,0.49147773650399107,0.3224944637331594,0.5383248892980153,14,3,activation-targets-up
MAFB,0.4907994302430481,0.32299854780555753,0.5383248892980153,26,3,activation-targets-up
KDM5B,0.4897185684610113,0.32380342007069174,0.5255705695997931,24,1,activation-targets-up
MYF5,0.4895826558921451,0.32390477029154136,1.0,16,0,activation-targets-up
FOXP3,0.4885606022181352,0.3246679342704155,0.5689416404319292,20,11,activation-targets-up
LITAF,0.4885606022181352,0.3246679342704155,1.0,20,1,activation-targets-up
NOTCH1,0.47518574966548155,0.9936552955219548,0.33482220359546994,38,11,repression-targets-down
JUND,0.46369221920400183,0.3438015107832307,0.8428706743389505,61,5,activation-targets-up
PAX6,0.460667602001202,0.3462042524168999,0.851871372249225,94,12,activation-targets-up
KAT7,0.4606230607139219,0.3462397609819224,1.0,59,0,activation-targets-up
FLI1,0.4575164129904224,0.3487254047485981,0.5627247586494115,57,9,activation-targets-up
HOXB13,0.453728371620057,0.7789443170238607,0.35178039188917215,5,4,repression-targets-down
WT1,0.4485683410013083,0.3559849674880986,0.7430377633425259,86,27,activation-targets-up
MYCN,0.4485683410013083,0.3559849674880986,0.9645098701657847,86,20,activation-targets-up
IRF3,0.4479504318416012,0.35649181926343815,0.7749328377831166,51,2,activation-targets-up
RXRA,0.4446717035970434,0.35919335722326234,0.5627247586494115,49,9,activation-targets-up
EP300,0.43452421404694314,0.3676848925709943,0.3928104664173669,43,6,activation-targets-up
THRA,0.43452421404694314,0.3676848925709943,0.9526742914662233,43,7,activation-targets-up
ATF6,0.42746267607397564,0.3737122413984988,0.8932368120256673,39,3,activation-targets-up
SMAD2,0.42351948157416297,0.6506934495196531,0.37712082775256384,59,15,repression-targets-down
RARA,0.4224230228525502,0.37807414365639447,0.48369024873679867,99,16,activation-targets-up
GLI1,0.4160664137513803,0.38364857219510323,0.9879395785138793,95,39,activation-targets-up
JUN,0.41391700345923715,0.385552032162744,0.7994218240373068,406,28,activation-targets-up
KLF2,0.41244719986540845,0.3868590848647808,0.5689416404319292,31,11,activation-targets-up
USF2,0.41210049748893424,0.38716804231344576,0.8428706743389505,64,5,activation-targets-up
REL,0.41210049748893424,0.38716804231344576,0.8132675344387992,64,7,activation-targets-up
SP7,0.40846690931876545,0.3904209291493456,1.0,29,0,activation-targets-up
SREBF1,0.40625644492348323,0.39241315240005115,0.9329001099629941,89,9,activation-targets-up
HAND2,0.4058169489738105,0.705766499679619,0.3928104664173669,16,6,repression-targets-down
PBX1,0.4043775037031338,0.3941145751958017,0.8932368120256673,27,3,activation-targets-up
STAT6,0.3893387628318643,0.40800100904913256,0.9886089705045423,52,6,activation-targets-up
KLF1,0.3866422347684836,0.4105421621529028,1.0,19,0,activation-targets-up
GATA4,0.3854702670576843,0.4116515290842752,0.9526742914662233,77,7,activation-targets-up
GRHL3,0.3817612102410373,0.41518226110263917,1.0,17,0,activation-targets-up
MYOD1,0.37825782080711334,0.41854502027960033,0.5478674552587213,98,5,activation-targets-up
PITX1,0.37663981241988237,0.4201072607773715,0.9526742914662233,15,7,activation-targets-up
TEAD1,0.37663981241988237,0.4201072607773715,0.8932368120256673,15,3,activation-targets-up
ID2,0.37626309783409667,0.9275603984643952,0.4204718272136178,33,8,repression-targets-down
CTCF,0.37626309783409667,0.7389611632450719,0.4204718272136178,94,8,repression-targets-down
HIC1,0.37626309783409667,0.5587598705697758,0.4204718272136178,10,8,repression-targets-down
STAT4,0.371229700055847,0.4253733719806162,0.5255705695997931,13,1,activation-targets-up
VHL,0.371229700055847,0.4253733719806162,0.5558003236484446,13,7,activation-targets-up
NFE2,0.371229700055847,0.4253733719806162,1.0,13,1,activation-targets-up
USF1,0.36695943260731023,0.42957655158224556,0.7938520692303591,138,9,activation-targets-up
NKX2-2,0.3654639281627072,0.43105835956807076,1.0,11,0,activation-targets-up
SOX5,0.3654639281627072,0.43105835956807076,0.7749328377831166,11,2,activation-targets-up
BARX2,0.3654639281627072,0.43105835956807076,1.0,11,0,activation-targets-up
HOXA7,0.3654639281627072,0.43105835956807076,1.0,11,1,activation-targets-up
ENO1,0.3654639281627072,0.43105835956807076,0.7749328377831166,11,2,activation-targets-up
RORA,0.3632431848781761,0.4332682002418032,0.9128437894583878,40,6,activation-targets-up
KAT2B,0.35924511183698415,0.4372752413505885,0.5383248892980153,9,3,activation-targets-up
MNT,0.35924511183698415,0.4372752413505885,1.0,9,0,activation-targets-up
SKIL,0.35924511183698415,0.4372752413505885,0.7029244441000757,9,6,activation-targets-up
DLX2,0.35924511183698415,0.4372752413505885,0.8932368120256673,9,3,activation-targets-up
SMARCA5,0.35924511183698415,0.4372752413505885,1.0,9,0,activation-targets-up
STAT5A,0.3553249966906565,0.5269755611131464,0.44124012943022417,122,10,repression-targets-down
NFAT5,0.353458122241414,0.44314094322638165,1.0,36,1,activation-targets-up
TBPL2,0.35242176221884775,0.44419967635155544,1.0,7,0,activation-targets-up
RFX5,0.35242176221884775,0.44419967635155544,0.5255705695997931,7,1,activation-targets-up
LHX3,0.35242176221884775,0.44419967635155544,1.0,7,0,activation-targets-up
PATZ1,0.35242176221884775,0.44419967635155544,0.5255705695997931,7,1,activation-targets-up
PAX9,0.35242176221884775,0.44419967635155544,1.0,7,0,activation-targets-up
MYF6,0.35242176221884775,0.44419967635155544,1.0,7,1,activation-targets-up
NFE2L1,0.35242176221884775,0.44419967635155544,1.0,7,0,activation-targets-up
KDM2A,0.35242176221884775,0.44419967635155544,1.0,7,1,activation-targets-up
GFI1B,0.35242176221884775,0.44419967635155544,0.7749328377831166,7,2,activation-targets-up
NKX2-1,0.3482937573519753,0.4484419605997512,0.7029244441000757,34,6,activation-targets-up
NKX6-3,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
TCF15,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
VEZF1,0.34473423109255025,0.4521325447412787,0.5255705695997931,5,1,activation-targets-up
TLX1,0.34473423109255025,0.4521325447412787,0.5383248892980153,5,3,activation-targets-up
MESP2,0.34473423109255025,0.4521325447412787,0.7749328377831166,5,2,activation-targets-up
MKX,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
ETV2,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
ATOH1,0.34473423109255025,0.4521325447412787,0.7749328377831166,5,2,activation-targets-up
SALL2,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
NEUROG1,0.34473423109255025,0.4521325447412787,0.5255705695997931,5,1,activation-targets-up
TCF20,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
DMAP1,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
NUPR1,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
NKRF,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
GBX2,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
PHOX2A,0.34473423109255025,0.4521325447412787,1.0,5,0,activation-targets-up
PARK7,0.34473423109255025,0.4521325447412787,1.0,5,1,activation-targets-up
NR1H3,0.3424277594430049,0.4545401391417409,0.9611656470307635,78,10,activation-targets-up
ERG,0.3373052591361109,0.45993317974457193,0.9128437894583878,30,6,activation-targets-up
SIN3A,0.33566353800279025,0.4616751107019847,0.8428706743389505,3,5,activation-targets-up
REST,0.33566353800279025,0.4616751107019847,0.9626379642651914,3,38,activation-targets-up
FOXA2,0.33247740506582596,0.4650745718596732,0.8865507630521158,51,8,activation-targets-up
CREM,0.3262901903529892,0.9929037040513754,0.4717477197719273,35,14,repression-targets-down
HIPK2,0.32382837810929954,0.4744294304002069,0.5558003236484446,1,7,activation-targets-up
ID1,0.3228414911671381,0.4755087454931948,0.7938520692303591,47,9,activation-targets-up
GATA1,0.3223626741860335,0.4760332910010724,0.5746266280193838,68,13,activation-targets-up
DNMT3B,0.3126146388615163,0.4868389993897875,0.8132675344387992,43,7,activation-targets-up
EGR3,0.31166386459943063,0.4879059736445038,0.5255705695997931,22,1,activation-targets-up
ETV4,0.30724434887082597,0.4928964056158507,0.8932368120256673,41,3,activation-targets-up
